"","model_scenario","Category","Variable","2020","2030","2040","2050","2060","2070","2080","2090","2100"
"87","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Agricultural Production|Non-Energy",4044.9591,4567.54485374378,4759.20391582607,4918.35018999548,5040.41400910543,5047.70848035838,5040.94951385138,4985.61114628122,4910.16786974768
"88","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Agricultural Production|Non-Energy|Crops",3763.8099,4293.38575038675,4485.02340325952,4642.41498878805,4759.32948868979,4769.40094174576,4759.84772905689,4705.18431676053,4632.60000256305
"89","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Agricultural Production|Non-Energy|Livestock",281.1492,274.159103357031,274.180512566545,275.93520120743,281.08452041564,278.307538612627,281.101784794483,280.426829520688,277.567867184627
"90","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Biomass",6.36682352941177,0,0,0.461910821782795,0.38166940262529,2.66501972134007,4.11503472353029,0.880198765142536,4.46473383302268
"91","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Biomass|w/ CCS",0,0,0,0,0.38166940262529,1.07331383898712,2.31720407690812,0,2.79414559772857
"92","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Biomass|w/o CCS",6.36682352941177,0,0,0.461910821782795,0,1.59170588235294,1.79783064662217,0.880198765142536,1.67058823529412
"93","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Coal",32.5882004171342,2.51848685430943,0,0,0,0,0,0,0
"94","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Coal|w/ CCS",0,1.38037669647059,0,0,0,0,0,0,0
"95","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Coal|w/o CCS",32.5882004171342,1.13811015783884,0,0,0,0,0,0,0
"96","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Fossil",64.5646733908533,14.3029268119921,57.2075381852826,96.2811026626477,55.0887859121887,20.5691454260601,39.4277288607308,89.2917509342117,100.344134342148
"97","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Gas",31.9764729737191,11.7560734403442,57.1806145335903,96.2729781395708,55.0887859121887,20.5691454260601,39.4277288607308,89.2917509342117,100.344134342148
"98","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Gas|w/ CCS",0,4.93964488884706,5.69628388730443,4.28960875389578,0,0,0,0,0
"99","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Gas|w/o CCS",31.9764729737191,6.81642855149717,51.4843306462859,91.983369385675,55.0887859121887,20.5691454260601,39.4277288607308,89.2917509342117,100.344134342148
"100","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Geothermal",0.0594747446857141,4.48174154465529,8.33139816708992,4.83049851855955,7.90636269037825,6.68543475721108,13.623593662046,7.26580947957693,8.66202542980564
"101","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Hydro",64.7279901731355,67.2764836697268,44.3601554659909,31.5033198194186,28.2746150761396,33.3912296450329,49.1461265505131,67.2418567816645,61.4547105727873
"102","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Non-Biomass Renewables",196.896330826915,733.326328107503,531.186791757249,590.153044957407,889.584083280046,863.499309911339,1295.81410597726,1401.59101263987,2024.70767142335
"103","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Nuclear",15.7517218017577,37.2800430951433,71.189245059558,92.5655863132073,119.731687060563,112.003435434551,59.4426312542851,101.916255222902,6.08220925156116
"104","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Oil",0,0.0283665173384615,0.0269236516923076,0.008124523076923,0,0,0,0,0
"105","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Oil|w/ CCS",0,0,0,0,0,0,0,0,0
"106","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Oil|w/o CCS",0,0.0283665173384615,0.0269236516923076,0.008124523076923,0,0,0,0,0
"107","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Renewables (incl. Biomass)",203.263154356327,733.326328107503,531.186791757249,590.61495577919,889.965752682671,866.164329632679,1299.92914070079,1402.47121140501,2029.17240525637
"108","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Solar",77.4534158816961,470.41558066886,290.420735564277,395.1348958664,672.527736840321,522.876135054198,920.551204345516,918.366908458101,1321.56213318617
"109","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Solar|CSP",0.7792917155179,3.05792346409058,6.75215335558245,18.659036743573,36.8317424311393,86.1522244827147,198.594960346467,80.5462745707801,148.81332845186
"110","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Solar|PV",76.6741241661782,467.35765720477,283.668582208694,376.475859122827,635.695994409182,436.723910571483,721.956243999048,837.820633887321,1172.74880473431
"111","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Storage Capacity",0,175.803758273675,136.877225748364,122.849782530648,187.105102899444,190.41464991914,235.188899687674,255.641722729595,457.520965775713
"112","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Wind",54.6554500273983,191.15252222426,188.074502559891,158.684330753029,180.875368673207,300.546510454897,312.493181419183,408.716437920523,633.028802234585
"113","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Wind|Offshore",5.14085370825137,2.3977688370866,6.04395450602806,8.66456403278526,0,0,6.86814201188872,27.6746420610724,55.4004617166654
"114","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity Additions|Electricity|Wind|Onshore",49.5145963191469,188.754753387174,182.030548053863,150.019766720243,180.875368673207,300.546510454897,305.625039407294,381.041795859451,577.62834051792
"115","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity",6899.58038497015,13581.5811338237,20701.9799608815,27575.7404182445,31257.1555598771,37002.6168797577,44872.9572705317,52867.7308279791,64350.51728809
"116","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Biomass",49.8270582452062,43.2798850428281,36.2204788637771,35.4613188147963,36.6471705425382,47.3803089324094,70.5523497014907,63.2774334934286,74.266299891238
"117","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Biomass|w/ CCS",0,0,0,0,1.90834701312645,12.6414854029977,35.8135261720789,28.5386099640168,39.5274763618263
"118","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Biomass|w/o CCS",49.8270582452062,43.2798850428281,36.2204788637771,35.4613188147963,34.7388235294118,34.7388235294118,34.7388235294118,34.7388235294118,34.7388235294118
"119","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Coal",1971.12878142334,304.439204068036,124.883824760341,78.7516363247335,0,0,0,0,0
"120","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Coal|w/ CCS",0,6.90188348235294,6.90188348235294,3.45094174117647,0,0,0,0,0
"121","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Coal|w/o CCS",1971.12878142334,297.537320585683,117.981941277988,75.300694583557,0,0,0,0,0
"122","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Fossil",3729.89196601447,2207.08081015732,1794.92521284783,2221.88308162966,2596.47497911328,2362.82348557413,1423.46080681078,1507.64095003168,2250.36681335671
"123","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Gas",1667.67972050078,1873.7691643394,1646.98428216009,2140.85833200363,2595.65538418205,2362.36155172798,1423.46080681078,1507.64095003168,2250.36681335671
"124","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Gas|w/ CCS",0,24.6982244442353,80.8664749035706,141.986340675603,119.752344447963,77.8248037068891,0,0,0
"125","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Gas|w/o CCS",1667.67972050078,1849.07093989517,1566.11780725652,1998.87199132802,2475.90303973409,2284.53674802109,1423.46080681078,1507.64095003168,2250.36681335671
"126","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Geothermal",13.2628599848968,58.1373137001198,127.599287132967,195.178516721114,228.748174782283,240.240904339272,295.514285714286,295.514285714286,295.514285714286
"127","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Hydro",1347.38986183274,1811.26134434589,2155.85427401138,2332.78707865618,2500.39722273656,2687.43231768689,2778.98624733918,2826.00388451152,2857.09908304006
"128","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Non-Biomass Renewables",2685.76127092052,9537.00722288493,14944.4675184088,19495.4383351188,21452.2857729386,25793.3922253315,33133.7572228065,39090.5297105338,48231.1186242762
"129","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Nuclear",434.100089789959,735.086820574634,1253.3911394837,1967.80909666592,3109.35556444376,4104.13843963191,4415.65705683046,4926.06725330745,4311.24966863597
"130","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Oil",91.083464090345,28.87244174988,23.0571059273955,2.27311330129808,0.819594931230769,0.461933846153846,0,0,0
"131","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Oil|w/ CCS",0,0,0,0,0,0,0,0,0
"132","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Oil|w/o CCS",91.083464090345,28.87244174988,23.0571059273955,2.27311330129808,0.819594931230769,0.461933846153846,0,0,0
"133","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Renewables (incl. Biomass)",2735.58832916572,9580.28710792776,14980.6879972725,19530.8996539336,21488.9329434811,25840.7725342639,33204.309572508,39153.8071440272,48305.3849241675
"134","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Solar",614.650701979582,4903.08755337662,8184.8045826759,11332.8198924655,12990.0051286346,15632.7672887694,21367.7327212293,25299.261820679,31604.8024598979
"135","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Solar|CSP",8.64023857796001,33.7449328089618,83.7781447963632,229.179433037658,538.169807448651,1365.28522365883,3228.21450879275,3745.01395007747,4279.54563369107
"136","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Solar|PV",606.010463401622,4869.34262056766,8101.02643787954,11103.6404594278,12451.8353211859,14267.4820651106,18139.5182124365,21554.2478706015,27325.2568262068
"137","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Storage",0,1059.12639516398,2672.97561127748,3855.14858601534,4062.39207283898,4694.88242028779,5829.52983438238,7280.2154806127,9483.51588192982
"138","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Wind",710.4578471233,2764.5210114623,4476.2093745885,5634.652847276,5733.13524678514,7232.95171453589,8691.52396852382,10669.7497196291,13473.702795624
"139","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Wind|Offshore",37.7122085412569,54.3978392891899,66.9033306301268,136.806245111782,86.5885452295884,21.6614100819632,68.6814201188872,345.427840729611,830.751037777378
"140","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Electricity|Wind|Onshore",672.745638582044,2710.12317217311,4409.30604395838,5497.84660216421,5646.54670155555,7211.29030445392,8622.84254840493,10324.3218788994,12642.9517578466
"141","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Gases|Biomass",0,22.042524601,48.6315980025388,87.7652967052509,56.1814345443778,5.9735714939025,9.38685014853702,22.328543162301,40.1959853817616
"142","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Gases|Biomass|w/o CCS",0,22.042524601,48.6315980025388,87.7652967052509,56.1814345443778,5.9735714939025,9.38685014853702,22.328543162301,40.1959853817616
"143","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Gases|Coal",0,0,0,0,0,0,0,0,0
"144","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Gases|Coal|w/o CCS",0,0,0,0,0,0,0,0,0
"145","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Biomass",0,0.894051129952895,19.949966800114,102.699627336788,280.083069397517,500.650397088759,474.686401808948,416.780560004373,452.131455215243
"146","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Biomass|w/ CCS",0,0.894051129952895,19.949966800114,102.699627336788,280.083069397517,500.650397088759,474.686401808948,416.780560004373,452.131455215243
"147","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Biomass|w/o CCS",0,0,0,0,0,0,0,0,0
"148","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Coal",0,14.2868952204266,48.2368053748229,85.0423581522162,89.0693445369854,112.636457967649,158.272174152329,279.453718947229,281.051100713476
"149","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Coal|w/ CCS",0,14.2868952204266,48.2368053748229,85.0423581522162,89.0693445369854,112.636457967649,158.272174152329,279.453718947229,281.051100713476
"150","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Coal|w/o CCS",0,0,0,0,0,0,0,0,0
"151","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Electricity",0,0,13.3472243932995,94.1090574494598,352.936621602791,960.671900531787,1809.25707617275,2114.97435142889,2131.90782795351
"152","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Gas",0,3.34881179927309,35.1887983207713,123.919838248962,285.109139188487,466.487839275561,465.461294856618,499.531935503754,672.7520037903
"153","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Gas|w/ CCS",0,3.34881179927309,35.1887983207713,123.919838248962,285.109139188487,466.487839275561,465.461294856618,499.531935503754,672.7520037903
"154","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Hydrogen|Gas|w/o CCS",0,0,0,0,0,0,0,0,0
"155","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Biomass",172.212043497202,85.3645064493086,69.8854814436879,40.2397783767818,73.323125400424,136.634485358346,239.423785765403,415.808585318442,491.295232427786
"156","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Biomass|w/ CCS",0,4.62997898939352,24.9413945689011,40.2397783767818,73.323125400424,136.634485358346,239.423785765403,415.808585318442,491.295232427786
"157","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Biomass|w/o CCS",172.212043497202,80.7345274599151,44.9440868747868,0,0,0,0,0,0
"158","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Coal",5.30913580999999,5.81127365375558,3.25922275555555,0,0,0,0,0,0
"159","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Coal|w/ CCS",0,3.25922275555555,3.25922275555555,0,0,0,0,0,0
"160","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Coal|w/o CCS",5.30913580999999,2.55205089820003,0,0,0,0,0,0,0
"161","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Gas",14.2501889981706,2.90750964108411,0,0,0,0,0,0,0
"162","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Gas|w/ CCS",0,0,0,0,0,0,0,0,0
"163","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Gas|w/o CCS",14.2501889981706,2.90750964108411,0,0,0,0,0,0,0
"164","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capacity|Liquids|Oil",5907.76084083384,5309.42844284992,4262.93848407048,3312.96710418037,3048.86969329517,2216.25753144775,1467.6221884702,975.957045740781,550.497375338119
"165","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Geothermal",0,0,0,0,0,0,0,0,0
"166","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Hydro",0,0,0,0,0,0,0,0,0
"167","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Nuclear",0,0,0,0,0,0,0,0,0
"168","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Solar|PV",0,0,0,0,0,0,0,0,0
"169","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Wind|Offshore",0,0,0,0,0,0,0,0,0
"170","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Electricity|Wind|Onshore",0,0,0,0,0,0,0,0,0
"171","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Gases|Biomass|w/o CCS",0,0,0,0,0,0,0,0,0
"172","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Gases|Coal|w/o CCS",0,0,0,0,0,0,0,0,0
"173","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Biomass|w/ CCS",0,0,0,0,0,0,0,0,0
"174","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Biomass|w/o CCS",0,0,0,0,0,0,0,0,0
"175","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Coal|w/ CCS",0,0,0,0,0,0,0,0,0
"176","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Coal|w/o CCS",0,0,0,0,0,0,0,0,0
"177","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Electricity",0,0,0,0,0,0,0,0,0
"178","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Gas|w/ CCS",0,0,0,0,0,0,0,0,0
"179","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Hydrogen|Gas|w/o CCS",0,0,0,0,0,0,0,0,0
"180","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Biomass|w/ CCS",0,0,0,0,0,0,0,0,0
"181","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Biomass|w/o CCS",0,0,0,0,0,0,0,0,0
"182","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Coal|w/ CCS",0,0,0,0,0,0,0,0,0
"183","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Coal|w/o CCS",0,0,0,0,0,0,0,0,0
"184","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Gas|w/ CCS",0,0,0,0,0,0,0,0,0
"185","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Capital Cost|Liquids|Gas|w/o CCS",0,0,0,0,0,0,0,0,0
"186","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS",0,536.431632037007,1881.53509900778,3672.16944277172,5551.96679535762,7362.26720165873,7779.43446445259,8745.83836611203,10320.3738918549
"187","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Biomass",0,36.7344591213543,232.224352128637,746.293086305142,1751.54258195259,3187.44113083247,3745.66582082381,4223.17579389716,4866.91093436361
"188","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Biomass|Energy|Supply",0,36.7344591213543,232.224352128637,746.293086305142,1751.54258195259,3187.44113083247,3745.66582082381,4223.17579389716,4866.91093436361
"189","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity",0,10.3190503433878,15.0777823467415,52.292763902368,40.9331950427375,113.687546653468,308.921001482165,247.627003295161,340.500865435544
"190","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen",0,4.30217403733333,96.2077854603206,497.334762530894,1354.18800753894,2411.29530160659,2287.34427147806,2009.78542114247,2177.86822075374
"191","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Biomass|Energy|Supply|Liquids",0,22.1132347406332,120.938784321575,196.66555987188,356.421379370918,662.458282572415,1149.40054786359,1965.76336945954,2348.54184817432
"192","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Fossil",0,388.426799550416,1152.28945606965,1984.89710819353,2513.68734114594,2766.66378330691,2509.28990349057,2925.62430653764,3811.66644244871
"193","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Fossil|Energy|Supply",0,388.426799550416,1152.28945606965,1984.89710819353,2513.68734114594,2766.66378330691,2509.28990349057,2925.62430653764,3811.66644244871
"194","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity",0,313.916740188396,873.893138576891,1386.42237504509,1570.74994586122,1349.60096172296,909.020842575194,761.659492132022,1282.85986419661
"195","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Fossil|Energy|Supply|Hydrogen",0,65.2231548295076,269.109412960244,598.474733148449,942.937395284724,1417.06282158395,1600.26906091538,2163.96481440561,2528.8065782521
"196","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Fossil|Energy|Supply|Liquids",0,9.28690453251282,9.28690453251282,0,0,0,0,0,0
"197","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|CCS|Industrial Processes",0,111.270373365236,497.021290809493,940.979248273041,1286.73687225909,1408.16228751935,1524.4787401382,1597.03826567723,1641.79651504254
"198","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|Land Use",504.7787,1336.91800611325,2232.15254182945,3160.47999227004,4108.3175022684,5067.15813612438,5792.25615369314,6198.53147614503,6327.48061590632
"199","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Carbon Sequestration|Land Use|Afforestation",496.700966666667,901.489331321707,1399.76944871209,1993.00237803575,2646.47318546192,3307.14216234649,3873.89746861212,4284.24352146434,4571.38139197985
"200","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Consumption",59442.5508967646,91601.8859080732,128455.877946334,171071.136414763,224615.425643644,268941.942650924,336999.859238647,421854.89200986,526910.17177149
"201","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Biomass",61.7043627470588,63.2820098058824,63.2820098058824,97.5433286206787,99.9291803484206,126.579377561821,167.729724797124,176.53171244855,221.179050778776
"202","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Biomass|w/ CCS",0,0,0,0,1.90834701312645,12.6414854029977,35.8135261720789,35.8135261720789,63.7549821493646
"203","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Biomass|w/o CCS",61.7043627470588,63.2820098058824,63.2820098058824,97.5433286206787,98.0208333352941,113.937892158824,131.916198625045,140.718186276471,157.424068629412
"204","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Coal",997.001604202332,1118.53285917007,1118.53285917007,1118.53285917007,1118.53285917007,1118.53285917007,1118.53285917007,1118.53285917007,1118.53285917007
"205","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Coal|w/ CCS",0,6.90188348235294,6.90188348235294,6.90188348235294,6.90188348235294,6.90188348235294,6.90188348235294,6.90188348235294,6.90188348235294
"206","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Coal|w/o CCS",997.001604202332,1111.63097568772,1111.63097568772,1111.63097568772,1111.63097568772,1111.63097568772,1111.63097568772,1111.63097568772,1111.63097568772
"207","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Fossil",1890.721519125,2357.80958856269,2852.06830085524,4039.33139251002,4956.38480229136,5162.07625655196,5556.35354515927,6449.27105450139,7452.71239792287
"208","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Gas",756.075162188595,1101.49014407186,1593.51372620241,2780.09211847257,3697.14552825391,3902.83698251451,4297.11427112182,5190.03178046394,6193.47312388542
"209","MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR1p","C3","Cumulative Capacity|Electricity|Gas|w/ CCS",0,24.6982244442353,80.8664749035706,144.450568892199,144.450568892199,144.450568892199,144.450568892199,144.450568892199,144.450568892199
