"","model_scenario","Category","temp","Year","Value"
"2757","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_Price1.5C","C2","1.5°C",2060,16823.2606666667
"2758","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_Price1.5C","C2","1.5°C",2070,17875.55
"2759","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_Price1.5C","C2","1.5°C",2080,21154.6243333333
"2760","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_Price1.5C","C2","1.5°C",2090,25020.0573333333
"2761","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_Price1.5C","C2","1.5°C",2100,25736.249
"2762","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2000,9.15
"2763","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2010,14.47
"2764","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2020,34.67
"2765","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2030,1537.10333333333
"2766","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2040,7031.673
"2767","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2050,15188.5506666667
"2768","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2060,22308.8543333333
"2769","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2070,23787.0673333333
"2770","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2080,24079.726
"2771","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2090,27236.8506666667
"2772","MESSAGE-GLOBIOM 1.0_ADVANCE_2030_WB2C","C3","2.0°C",2100,27989.4633333333
"2773","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2000,9.15
"2774","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2010,14.47
"2775","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2020,34.67
"2776","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2030,1535.72833333333
"2777","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2040,4294.86933333333
"2778","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2050,10143.001
"2779","MESSAGE-GLOBIOM 1.0_ADVANCE_INDC","C5","2.5°C",2060,18178.732
