"Country","Year","Fuel","Value"
"AE",1971,"BWR",0
"AE",1972,"BWR",0
"AE",1973,"BWR",0
"AE",1974,"BWR",0
"AE",1975,"BWR",0
"AE",1976,"BWR",0
"AE",1977,"BWR",0
"AE",1978,"BWR",0
"AE",1979,"BWR",0
"AE",1980,"BWR",0
"AE",1981,"BWR",0
"AE",1982,"BWR",0
"AE",1983,"BWR",0
"AE",1984,"BWR",0
"AE",1985,"BWR",0
"AE",1986,"BWR",0
"AE",1987,"BWR",0
"AE",1988,"BWR",0
"AE",1989,"BWR",0
"AE",1990,"BWR",0
"AE",1991,"BWR",0
"AE",1992,"BWR",0
"AE",1993,"BWR",0
"AE",1994,"BWR",0
"AE",1995,"BWR",0
"AE",1996,"BWR",0
"AE",1997,"BWR",0
"AE",1998,"BWR",0
"AE",1999,"BWR",0
"AE",2000,"BWR",0
"AE",2001,"BWR",0
"AE",2002,"BWR",0
"AE",2003,"BWR",0
"AE",2004,"BWR",0
"AE",2005,"BWR",0
"AE",2006,"BWR",0
"AE",2007,"BWR",0
"AE",2008,"BWR",0
"AE",2009,"BWR",0
"AE",2010,"BWR",0
"AE",2011,"BWR",0
"AE",2012,"BWR",0
"AE",2013,"BWR",0
"AE",2014,"BWR",0
"AE",2015,"BWR",0
"AE",2016,"BWR",0
"AE",2017,"BWR",0
"AE",2018,"BWR",0
"AE",2019,"BWR",0
"AE",2020,"BWR",0
"AFR",1971,"BWR",264
"AFR",1972,"BWR",265
"AFR",1973,"BWR",259
"AFR",1974,"BWR",248
"AFR",1975,"BWR",231
"AFR",1976,"BWR",242
"AFR",1977,"BWR",248
"AFR",1978,"BWR",245
"AFR",1979,"BWR",253
"AFR",1980,"BWR",255
"AFR",1981,"BWR",266
"AFR",1982,"BWR",275
"AFR",1983,"BWR",257
"AFR",1984,"BWR",252
"AFR",1985,"BWR",284
"AFR",1986,"BWR",306
"AFR",1987,"BWR",312
"AFR",1988,"BWR",316
"AFR",1989,"BWR",310
"AFR",1990,"BWR",474
"AFR",1991,"BWR",517
"AFR",1992,"BWR",600
"AFR",1993,"BWR",613
"AFR",1994,"BWR",512
"AFR",1995,"BWR",562
"AFR",1996,"BWR",686
"AFR",1997,"BWR",802
"AFR",1998,"BWR",972
"AFR",1999,"BWR",948
"AFR",2000,"BWR",1218
"AFR",2001,"BWR",1268
"AFR",2002,"BWR",1261
"AFR",2003,"BWR",1255
"AFR",2004,"BWR",1369
"AFR",2005,"BWR",1404
"AFR",2006,"BWR",2147
"AFR",2007,"BWR",1548
"AFR",2008,"BWR",1656
"AFR",2009,"BWR",2161
"AFR",2010,"BWR",2222
"AFR",2011,"BWR",1949
"AFR",2012,"BWR",1940
"AFR",2013,"BWR",2054
"AFR",2014,"BWR",2081
"AFR",2015,"BWR",2304
"AFR",2016,"BWR",2309
"AFR",2017,"BWR",2324.797
"AFR",2018,"BWR",2311.818
"AFR",2019,"BWR",2041.863
"AFR",2020,"BWR",1966.905
"AL",1971,"BWR",0
"AL",1972,"BWR",0
"AL",1973,"BWR",0
"AL",1974,"BWR",0
"AL",1975,"BWR",0
"AL",1976,"BWR",0
"AL",1977,"BWR",0
"AL",1978,"BWR",0
"AL",1979,"BWR",0
"AL",1980,"BWR",0
"AL",1981,"BWR",0
"AL",1982,"BWR",0
"AL",1983,"BWR",0
"AL",1984,"BWR",0
"AL",1985,"BWR",0
"AL",1986,"BWR",0
"AL",1987,"BWR",0
"AL",1988,"BWR",0
"AL",1989,"BWR",0
"AL",1990,"BWR",0
"AL",1991,"BWR",0
"AL",1992,"BWR",0
"AL",1993,"BWR",0
"AL",1994,"BWR",0
"AL",1995,"BWR",0
"AL",1996,"BWR",0
"AL",1997,"BWR",0
"AL",1998,"BWR",0
"AL",1999,"BWR",0
"AL",2000,"BWR",0
"AL",2001,"BWR",0
"AL",2002,"BWR",0
"AL",2003,"BWR",0
"AL",2004,"BWR",0
"AL",2005,"BWR",0
"AL",2006,"BWR",0
"AL",2007,"BWR",0
"AL",2008,"BWR",0
"AL",2009,"BWR",0
"AL",2010,"BWR",0
"AL",2011,"BWR",0
"AL",2012,"BWR",0
"AL",2013,"BWR",0
"AL",2014,"BWR",0
"AL",2015,"BWR",0
"AL",2016,"BWR",0
"AL",2017,"BWR",0
"AL",2018,"BWR",0
"AL",2019,"BWR",0
"AL",2020,"BWR",0
"AL",2021,"BWR",0
"AM",1990,"BWR",0
"AM",1991,"BWR",0
"AM",1992,"BWR",0
"AM",1993,"BWR",0
"AM",1994,"BWR",0
"AM",1995,"BWR",0
"AM",1996,"BWR",0
"AM",1997,"BWR",0
"AM",1998,"BWR",0
"AM",1999,"BWR",0
"AM",2000,"BWR",0
"AM",2001,"BWR",0
"AM",2002,"BWR",0
"AM",2003,"BWR",0
"AM",2004,"BWR",0
"AM",2005,"BWR",0
"AM",2006,"BWR",0
"AM",2007,"BWR",0
"AM",2008,"BWR",0
"AM",2009,"BWR",0
"AM",2010,"BWR",0
"AM",2011,"BWR",0
"AM",2012,"BWR",0
"AM",2013,"BWR",0
"AM",2014,"BWR",0
"AM",2015,"BWR",0
"AM",2016,"BWR",0
"AM",2017,"BWR",0
"AM",2018,"BWR",0
"AM",2019,"BWR",0
"AM",2020,"BWR",0
"AM",2021,"BWR",0
"AO",1971,"BWR",0
"AO",1972,"BWR",0
"AO",1973,"BWR",0
"AO",1974,"BWR",0
"AO",1975,"BWR",0
"AO",1976,"BWR",0
"AO",1977,"BWR",0
"AO",1978,"BWR",0
"AO",1979,"BWR",0
"AO",1980,"BWR",0
"AO",1981,"BWR",0
"AO",1982,"BWR",0
"AO",1983,"BWR",0
"AO",1984,"BWR",0
"AO",1985,"BWR",0
"AO",1986,"BWR",0
"AO",1987,"BWR",0
"AO",1988,"BWR",0
"AO",1989,"BWR",0
"AO",1990,"BWR",0
"AO",1991,"BWR",0
"AO",1992,"BWR",0
"AO",1993,"BWR",0
"AO",1994,"BWR",0
"AO",1995,"BWR",0
"AO",1996,"BWR",0
"AO",1997,"BWR",0
"AO",1998,"BWR",0
"AO",1999,"BWR",0
"AO",2000,"BWR",0
"AO",2001,"BWR",0
"AO",2002,"BWR",0
"AO",2003,"BWR",0
"AO",2004,"BWR",0
"AO",2005,"BWR",0
"AO",2006,"BWR",0
"AO",2007,"BWR",0
"AO",2008,"BWR",0
"AO",2009,"BWR",0
"AO",2010,"BWR",0
"AO",2011,"BWR",0
"AO",2012,"BWR",0
"AO",2013,"BWR",0
"AO",2014,"BWR",0
"AO",2015,"BWR",0
"AO",2016,"BWR",0
"AO",2017,"BWR",0
"AO",2018,"BWR",0
"AO",2019,"BWR",0
"AO",2020,"BWR",0
"AR",1971,"BWR",59
"AR",1972,"BWR",76
"AR",1973,"BWR",60
"AR",1974,"BWR",61
"AR",1975,"BWR",64
"AR",1976,"BWR",61
"AR",1977,"BWR",64
"AR",1978,"BWR",64
"AR",1979,"BWR",95
"AR",1980,"BWR",99
"AR",1981,"BWR",87
"AR",1982,"BWR",115
"AR",1983,"BWR",155
"AR",1984,"BWR",115
"AR",1985,"BWR",120
"AR",1986,"BWR",124
"AR",1987,"BWR",106
"AR",1988,"BWR",123
"AR",1989,"BWR",106
"AR",1990,"BWR",133
"AR",1991,"BWR",131
"AR",1992,"BWR",130
"AR",1993,"BWR",96
"AR",1994,"BWR",99
"AR",1995,"BWR",119
"AR",1996,"BWR",223
"AR",1997,"BWR",271
"AR",1998,"BWR",283
"AR",1999,"BWR",262
"AR",2000,"BWR",386
"AR",2001,"BWR",363
"AR",2002,"BWR",530
"AR",2003,"BWR",892
"AR",2004,"BWR",818
"AR",2005,"BWR",870
"AR",2006,"BWR",809
"AR",2007,"BWR",884
"AR",2008,"BWR",988
"AR",2009,"BWR",991
"AR",2010,"BWR",1165
"AR",2011,"BWR",1162
"AR",2012,"BWR",1372
"AR",2013,"BWR",1314
"AR",2014,"BWR",988
"AR",2015,"BWR",1194
"AR",2016,"BWR",1214
"AR",2017,"BWR",1389.037
"AR",2018,"BWR",1360.108
"AR",2019,"BWR",1649.902
"AR",2020,"BWR",2313.315
"AR",2021,"BWR",2257.702
"ASIA",1971,"BWR",5
"ASIA",1972,"BWR",5
"ASIA",1973,"BWR",5
"ASIA",1974,"BWR",5
"ASIA",1975,"BWR",5
"ASIA",1976,"BWR",5
"ASIA",1977,"BWR",5
"ASIA",1978,"BWR",6
"ASIA",1979,"BWR",27
"ASIA",1980,"BWR",27
"ASIA",1981,"BWR",370
"ASIA",1982,"BWR",372
"ASIA",1983,"BWR",881
"ASIA",1984,"BWR",856
"ASIA",1985,"BWR",1019
"ASIA",1986,"BWR",1110
"ASIA",1987,"BWR",488
"ASIA",1988,"BWR",491
"ASIA",1989,"BWR",699
"ASIA",1990,"BWR",754
"ASIA",1991,"BWR",516
"ASIA",1992,"BWR",533
"ASIA",1993,"BWR",510
"ASIA",1994,"BWR",535
"ASIA",1995,"BWR",967.3
"ASIA",1996,"BWR",1679.5
"ASIA",1997,"BWR",1264.5
"ASIA",1998,"BWR",1324.5
"ASIA",1999,"BWR",2005.5
"ASIA",2000,"BWR",2021.5
"ASIA",2001,"BWR",2818.5
"ASIA",2002,"BWR",3715.3
"ASIA",2003,"BWR",4942.5
"ASIA",2004,"BWR",7511.42
"ASIA",2005,"BWR",9105.546
"ASIA",2006,"BWR",12057.701
"ASIA",2007,"BWR",14505.429
"ASIA",2008,"BWR",14422.119
"ASIA",2009,"BWR",19074.276
"ASIA",2010,"BWR",23844.555
"ASIA",2011,"BWR",27793.163
"ASIA",2012,"BWR",29374.344
"ASIA",2013,"BWR",34121.415
"ASIA",2014,"BWR",38822.346
"ASIA",2015,"BWR",38864.23
"ASIA",2016,"BWR",51758.655
"ASIA",2017,"BWR",56094.26
"ASIA",2018,"BWR",69126.832
"ASIA",2019,"BWR",71552.691
"ASIA",2020,"BWR",72608.031
"AT",1960,"BWR",0
"AT",1961,"BWR",0
"AT",1962,"BWR",0
"AT",1963,"BWR",0
"AT",1964,"BWR",0
"AT",1965,"BWR",0
"AT",1966,"BWR",0
"AT",1967,"BWR",0
"AT",1968,"BWR",0
"AT",1969,"BWR",0
"AT",1970,"BWR",180
"AT",1971,"BWR",233
"AT",1972,"BWR",211
"AT",1973,"BWR",202
"AT",1974,"BWR",213
"AT",1975,"BWR",218
"AT",1976,"BWR",254
"AT",1977,"BWR",273
"AT",1978,"BWR",302
"AT",1979,"BWR",331
"AT",1980,"BWR",324
"AT",1981,"BWR",500
"AT",1982,"BWR",475
"AT",1983,"BWR",559
"AT",1984,"BWR",805
"AT",1985,"BWR",934
"AT",1986,"BWR",1278
"AT",1987,"BWR",902
"AT",1988,"BWR",1047
"AT",1989,"BWR",1104
"AT",1990,"BWR",1126
"AT",1991,"BWR",1206
"AT",1992,"BWR",1306
"AT",1993,"BWR",1342
"AT",1994,"BWR",1187
"AT",1995,"BWR",1835
"AT",1996,"BWR",1568
"AT",1997,"BWR",1692
"AT",1998,"BWR",1821
"AT",1999,"BWR",1596
"AT",2000,"BWR",1529
"AT",2001,"BWR",1667
"AT",2002,"BWR",1516
"AT",2003,"BWR",1646
"AT",2004,"BWR",1911
"AT",2005,"BWR",2434.852
"AT",2006,"BWR",3234.442
"AT",2007,"BWR",4059.196
"AT",2008,"BWR",4158.314
"AT",2009,"BWR",4276.473
"AT",2010,"BWR",4480.794
"AT",2011,"BWR",4559.676
"AT",2012,"BWR",4679.105
"AT",2013,"BWR",4695.969
"AT",2014,"BWR",4547.727
"AT",2015,"BWR",4647.694
"AT",2016,"BWR",4780.026
"AT",2017,"BWR",4920.843
"AT",2018,"BWR",4929.796
"AT",2019,"BWR",4655.299
"AT",2020,"BWR",4591.009
"AT",2021,"BWR",4479.657
"AU",1960,"BWR",303
"AU",1961,"BWR",303
"AU",1962,"BWR",295
"AU",1963,"BWR",301
"AU",1964,"BWR",289
"AU",1965,"BWR",296
"AU",1966,"BWR",284
"AU",1967,"BWR",290
"AU",1968,"BWR",282
"AU",1969,"BWR",281
"AU",1970,"BWR",261
"AU",1971,"BWR",263
"AU",1972,"BWR",280
"AU",1973,"BWR",338
"AU",1974,"BWR",429
"AU",1975,"BWR",489
"AU",1976,"BWR",484
"AU",1977,"BWR",429
"AU",1978,"BWR",405
"AU",1979,"BWR",418
"AU",1980,"BWR",385
"AU",1981,"BWR",404
"AU",1982,"BWR",516
"AU",1983,"BWR",431
"AU",1984,"BWR",441
"AU",1985,"BWR",456
"AU",1986,"BWR",460
"AU",1987,"BWR",470
"AU",1988,"BWR",731
"AU",1989,"BWR",810
"AU",1990,"BWR",750
"AU",1991,"BWR",769
"AU",1992,"BWR",670
"AU",1993,"BWR",670
"AU",1994,"BWR",670
"AU",1995,"BWR",723
"AU",1996,"BWR",928
"AU",1997,"BWR",965
"AU",1998,"BWR",1029
"AU",1999,"BWR",1133
"AU",2000,"BWR",1134
"AU",2001,"BWR",1345
"AU",2002,"BWR",1583
"AU",2003,"BWR",1583
"AU",2004,"BWR",1799
"AU",2005,"BWR",3830
"AU",2006,"BWR",3911
"AU",2007,"BWR",3953
"AU",2008,"BWR",4596
"AU",2009,"BWR",2815
"AU",2010,"BWR",2777
"AU",2011,"BWR",2102
"AU",2012,"BWR",3043
"AU",2013,"BWR",3152
"AU",2014,"BWR",3511
"AU",2015,"BWR",3608
"AU",2016,"BWR",3722
"AU",2017,"BWR",3501
"AU",2018,"BWR",3518
"AU",2019,"BWR",3496
"AU",2020,"BWR",3351.631
"AU",2021,"BWR",3346.182
"AZ",1990,"BWR",0
"AZ",1991,"BWR",0
"AZ",1992,"BWR",0
"AZ",1993,"BWR",0
"AZ",1994,"BWR",0
"AZ",1995,"BWR",0
"AZ",1996,"BWR",0
"AZ",1997,"BWR",0
"AZ",1998,"BWR",0
"AZ",1999,"BWR",0
"AZ",2000,"BWR",0
"AZ",2001,"BWR",0
"AZ",2002,"BWR",0
"AZ",2003,"BWR",0
"AZ",2004,"BWR",0
"AZ",2005,"BWR",0
"AZ",2006,"BWR",0
"AZ",2007,"BWR",0
"AZ",2008,"BWR",0
"AZ",2009,"BWR",0
"AZ",2010,"BWR",0
"AZ",2011,"BWR",0
"AZ",2012,"BWR",0
"AZ",2013,"BWR",67
"AZ",2014,"BWR",87
"AZ",2015,"BWR",91
"AZ",2016,"BWR",87
"AZ",2017,"BWR",85.15
"AZ",2018,"BWR",81.1
"AZ",2019,"BWR",97.95
"AZ",2020,"BWR",100.3
"AZ",2021,"BWR",96.6
"BA",1990,"BWR",0
"BA",1991,"BWR",0
"BA",1992,"BWR",0
"BA",1993,"BWR",0
"BA",1994,"BWR",0
"BA",1995,"BWR",0
"BA",1996,"BWR",0
"BA",1997,"BWR",0
"BA",1998,"BWR",0
"BA",1999,"BWR",0
"BA",2000,"BWR",0
"BA",2001,"BWR",0
"BA",2002,"BWR",0
"BA",2003,"BWR",0
"BA",2004,"BWR",0
"BA",2005,"BWR",0
"BA",2006,"BWR",0
"BA",2007,"BWR",0
"BA",2008,"BWR",0
"BA",2009,"BWR",0
"BA",2010,"BWR",0
"BA",2011,"BWR",0
"BA",2012,"BWR",0
"BA",2013,"BWR",0
"BA",2014,"BWR",0
"BA",2015,"BWR",0
"BA",2016,"BWR",0
"BA",2017,"BWR",6
"BA",2018,"BWR",8
"BA",2019,"BWR",8
"BA",2020,"BWR",13
"BA",2021,"BWR",12
"BD",1971,"BWR",0
"BD",1972,"BWR",0
"BD",1973,"BWR",0
"BD",1974,"BWR",0
"BD",1975,"BWR",0
"BD",1976,"BWR",0
"BD",1977,"BWR",0
"BD",1978,"BWR",0
"BD",1979,"BWR",0
"BD",1980,"BWR",0
"BD",1981,"BWR",0
"BD",1982,"BWR",0
"BD",1983,"BWR",0
"BD",1984,"BWR",0
"BD",1985,"BWR",0
"BD",1986,"BWR",0
"BD",1987,"BWR",0
"BD",1988,"BWR",0
"BD",1989,"BWR",0
"BD",1990,"BWR",0
"BD",1991,"BWR",0
"BD",1992,"BWR",0
"BD",1993,"BWR",0
"BD",1994,"BWR",0
"BD",1995,"BWR",0
"BD",1996,"BWR",0
"BD",1997,"BWR",0
"BD",1998,"BWR",0
"BD",1999,"BWR",0
"BD",2000,"BWR",0
"BD",2001,"BWR",0
"BD",2002,"BWR",0
"BD",2003,"BWR",0
"BD",2004,"BWR",0
"BD",2005,"BWR",0
"BD",2006,"BWR",0
"BD",2007,"BWR",0
"BD",2008,"BWR",0
"BD",2009,"BWR",0
"BD",2010,"BWR",0
"BD",2011,"BWR",0
"BD",2012,"BWR",0
"BD",2013,"BWR",0
"BD",2014,"BWR",0
"BD",2015,"BWR",0
"BD",2016,"BWR",0
"BD",2017,"BWR",0
"BD",2018,"BWR",0
"BD",2019,"BWR",0
"BD",2020,"BWR",0
"BE",1960,"BWR",0
"BE",1961,"BWR",0
"BE",1962,"BWR",0
"BE",1963,"BWR",0
"BE",1964,"BWR",0
"BE",1965,"BWR",0
"BE",1966,"BWR",0
"BE",1967,"BWR",0
"BE",1968,"BWR",0
"BE",1969,"BWR",0
"BE",1970,"BWR",0
"BE",1971,"BWR",0
"BE",1972,"BWR",0
"BE",1973,"BWR",116
"BE",1974,"BWR",108
"BE",1975,"BWR",83
"BE",1976,"BWR",57
"BE",1977,"BWR",247
"BE",1978,"BWR",260
"BE",1979,"BWR",315
"BE",1980,"BWR",300
"BE",1981,"BWR",291
"BE",1982,"BWR",46
"BE",1983,"BWR",22
"BE",1984,"BWR",24
"BE",1985,"BWR",53
"BE",1986,"BWR",119
"BE",1987,"BWR",142
"BE",1988,"BWR",180
"BE",1989,"BWR",191
"BE",1990,"BWR",282
"BE",1991,"BWR",299
"BE",1992,"BWR",267
"BE",1993,"BWR",245
"BE",1994,"BWR",245
"BE",1995,"BWR",321
"BE",1996,"BWR",314
"BE",1997,"BWR",275
"BE",1998,"BWR",359
"BE",1999,"BWR",496
"BE",2000,"BWR",568
"BE",2001,"BWR",597
"BE",2002,"BWR",721
"BE",2003,"BWR",857
"BE",2004,"BWR",1037
"BE",2005,"BWR",1590
"BE",2006,"BWR",2225
"BE",2007,"BWR",2600
"BE",2008,"BWR",3329
"BE",2009,"BWR",3949
"BE",2010,"BWR",4466.7
"BE",2011,"BWR",4657.2
"BE",2012,"BWR",5257.3
"BE",2013,"BWR",5042.4
"BE",2014,"BWR",4425.3
"BE",2015,"BWR",5511.7
"BE",2016,"BWR",5375.4
"BE",2017,"BWR",5711.4
"BE",2018,"BWR",5418.6
"BE",2019,"BWR",5173.5
"BE",2020,"BWR",5274.9
"BE",2021,"BWR",4937.5
"BG",1971,"BWR",0
"BG",1972,"BWR",0
"BG",1973,"BWR",0
"BG",1974,"BWR",0
"BG",1975,"BWR",0
"BG",1976,"BWR",0
"BG",1977,"BWR",0
"BG",1978,"BWR",0
"BG",1979,"BWR",0
"BG",1980,"BWR",0
"BG",1981,"BWR",0
"BG",1982,"BWR",0
"BG",1983,"BWR",0
"BG",1984,"BWR",0
"BG",1985,"BWR",0
"BG",1986,"BWR",0
"BG",1987,"BWR",0
"BG",1988,"BWR",0
"BG",1989,"BWR",0
"BG",1990,"BWR",0
"BG",1991,"BWR",0
"BG",1992,"BWR",0
"BG",1993,"BWR",0
"BG",1994,"BWR",0
"BG",1995,"BWR",0
"BG",1996,"BWR",0
"BG",1997,"BWR",0
"BG",1998,"BWR",0
"BG",1999,"BWR",0
"BG",2000,"BWR",0
"BG",2001,"BWR",0
"BG",2002,"BWR",0
"BG",2003,"BWR",0
"BG",2004,"BWR",0
"BG",2005,"BWR",0
"BG",2006,"BWR",0
"BG",2007,"BWR",0
"BG",2008,"BWR",16
"BG",2009,"BWR",8
"BG",2010,"BWR",35
"BG",2011,"BWR",56
"BG",2012,"BWR",66
"BG",2013,"BWR",110
"BG",2014,"BWR",200
"BG",2015,"BWR",272
"BG",2016,"BWR",353
"BG",2017,"BWR",395.981
"BG",2018,"BWR",1572.966
"BG",2019,"BWR",1820.811
"BG",2020,"BWR",1699.341
"BG",2021,"BWR",2589.492
"BH",1971,"BWR",0
"BH",1972,"BWR",0
"BH",1973,"BWR",0
"BH",1974,"BWR",0
"BH",1975,"BWR",0
"BH",1976,"BWR",0
"BH",1977,"BWR",0
"BH",1978,"BWR",0
"BH",1979,"BWR",0
"BH",1980,"BWR",0
"BH",1981,"BWR",0
"BH",1982,"BWR",0
"BH",1983,"BWR",0
"BH",1984,"BWR",0
"BH",1985,"BWR",0
"BH",1986,"BWR",0
"BH",1987,"BWR",0
"BH",1988,"BWR",0
"BH",1989,"BWR",0
"BH",1990,"BWR",0
"BH",1991,"BWR",0
"BH",1992,"BWR",0
"BH",1993,"BWR",0
"BH",1994,"BWR",0
"BH",1995,"BWR",0
"BH",1996,"BWR",0
"BH",1997,"BWR",0
"BH",1998,"BWR",0
"BH",1999,"BWR",0
"BH",2000,"BWR",0
"BH",2001,"BWR",0
"BH",2002,"BWR",0
"BH",2003,"BWR",0
"BH",2004,"BWR",0
"BH",2005,"BWR",0
"BH",2006,"BWR",0
"BH",2007,"BWR",0
"BH",2008,"BWR",0
"BH",2009,"BWR",0
"BH",2010,"BWR",0
"BH",2011,"BWR",0
"BH",2012,"BWR",0
"BH",2013,"BWR",0
"BH",2014,"BWR",0
"BH",2015,"BWR",0
"BH",2016,"BWR",0
"BH",2017,"BWR",0
"BH",2018,"BWR",0
"BH",2019,"BWR",0
"BH",2020,"BWR",0
"BJ",1971,"BWR",0
"BJ",1972,"BWR",0
"BJ",1973,"BWR",0
"BJ",1974,"BWR",0
"BJ",1975,"BWR",0
"BJ",1976,"BWR",0
"BJ",1977,"BWR",0
"BJ",1978,"BWR",0
"BJ",1979,"BWR",0
"BJ",1980,"BWR",0
"BJ",1981,"BWR",0
"BJ",1982,"BWR",0
"BJ",1983,"BWR",0
"BJ",1984,"BWR",0
"BJ",1985,"BWR",0
"BJ",1986,"BWR",0
"BJ",1987,"BWR",0
"BJ",1988,"BWR",0
"BJ",1989,"BWR",0
"BJ",1990,"BWR",0
"BJ",1991,"BWR",0
"BJ",1992,"BWR",0
"BJ",1993,"BWR",0
"BJ",1994,"BWR",0
"BJ",1995,"BWR",0
"BJ",1996,"BWR",0
"BJ",1997,"BWR",0
"BJ",1998,"BWR",0
"BJ",1999,"BWR",0
"BJ",2000,"BWR",0
"BJ",2001,"BWR",0
"BJ",2002,"BWR",0
"BJ",2003,"BWR",0
"BJ",2004,"BWR",0
"BJ",2005,"BWR",0
"BJ",2006,"BWR",4
"BJ",2007,"BWR",3
"BJ",2008,"BWR",3
"BJ",2009,"BWR",1
"BJ",2010,"BWR",1
"BJ",2011,"BWR",0
"BJ",2012,"BWR",0
"BJ",2013,"BWR",0
"BJ",2014,"BWR",0
"BJ",2015,"BWR",0
"BJ",2016,"BWR",0
"BJ",2017,"BWR",0
"BJ",2018,"BWR",0
"BJ",2019,"BWR",0
"BJ",2020,"BWR",0
"BN",1971,"BWR",0
"BN",1972,"BWR",0
"BN",1973,"BWR",0
"BN",1974,"BWR",0
"BN",1975,"BWR",0
"BN",1976,"BWR",0
"BN",1977,"BWR",0
"BN",1978,"BWR",0
"BN",1979,"BWR",0
"BN",1980,"BWR",0
"BN",1981,"BWR",0
"BN",1982,"BWR",0
"BN",1983,"BWR",0
"BN",1984,"BWR",0
"BN",1985,"BWR",0
"BN",1986,"BWR",0
"BN",1987,"BWR",0
"BN",1988,"BWR",0
"BN",1989,"BWR",0
"BN",1990,"BWR",0
"BN",1991,"BWR",0
"BN",1992,"BWR",0
"BN",1993,"BWR",0
"BN",1994,"BWR",0
"BN",1995,"BWR",0
"BN",1996,"BWR",0
"BN",1997,"BWR",0
"BN",1998,"BWR",0
"BN",1999,"BWR",0
"BN",2000,"BWR",0
"BN",2001,"BWR",0
"BN",2002,"BWR",0
"BN",2003,"BWR",0
"BN",2004,"BWR",0
"BN",2005,"BWR",0
"BN",2006,"BWR",0
"BN",2007,"BWR",0
"BN",2008,"BWR",0
"BN",2009,"BWR",0
"BN",2010,"BWR",0
"BN",2011,"BWR",0
"BN",2012,"BWR",0
"BN",2013,"BWR",0
"BN",2014,"BWR",0
"BN",2015,"BWR",0
"BN",2016,"BWR",0
"BN",2017,"BWR",0
"BN",2018,"BWR",0
"BN",2019,"BWR",0
"BN",2020,"BWR",0
"BO",1971,"BWR",8
"BO",1972,"BWR",12
"BO",1973,"BWR",12
"BO",1974,"BWR",12
"BO",1975,"BWR",15
"BO",1976,"BWR",19
"BO",1977,"BWR",19
"BO",1978,"BWR",17
"BO",1979,"BWR",22
"BO",1980,"BWR",32
"BO",1981,"BWR",32
"BO",1982,"BWR",32
"BO",1983,"BWR",29
"BO",1984,"BWR",26
"BO",1985,"BWR",22
"BO",1986,"BWR",24
"BO",1987,"BWR",31
"BO",1988,"BWR",36
"BO",1989,"BWR",33
"BO",1990,"BWR",32
"BO",1991,"BWR",37
"BO",1992,"BWR",41
"BO",1993,"BWR",43
"BO",1994,"BWR",44
"BO",1995,"BWR",45
"BO",1996,"BWR",47
"BO",1997,"BWR",48
"BO",1998,"BWR",50
"BO",1999,"BWR",52
"BO",2000,"BWR",54
"BO",2001,"BWR",54
"BO",2002,"BWR",54
"BO",2003,"BWR",54
"BO",2004,"BWR",56
"BO",2005,"BWR",56
"BO",2006,"BWR",40
"BO",2007,"BWR",48
"BO",2008,"BWR",64
"BO",2009,"BWR",79
"BO",2010,"BWR",77
"BO",2011,"BWR",85
"BO",2012,"BWR",80
"BO",2013,"BWR",127
"BO",2014,"BWR",126
"BO",2015,"BWR",202
"BO",2016,"BWR",176
"BO",2017,"BWR",133.04
"BO",2018,"BWR",168.45
"BO",2019,"BWR",241.6
"BO",2020,"BWR",244.19
"BO",2021,"BWR",279.698
"BR",1971,"BWR",618
"BR",1972,"BWR",711
"BR",1973,"BWR",750
"BR",1974,"BWR",785
"BR",1975,"BWR",866
"BR",1976,"BWR",864
"BR",1977,"BWR",1117
"BR",1978,"BWR",1332
"BR",1979,"BWR",1775
"BR",1980,"BWR",1805
"BR",1981,"BWR",1873
"BR",1982,"BWR",2178
"BR",1983,"BWR",2985
"BR",1984,"BWR",2852
"BR",1985,"BWR",3066
"BR",1986,"BWR",3193
"BR",1987,"BWR",3565
"BR",1988,"BWR",3339
"BR",1989,"BWR",3403
"BR",1990,"BWR",3859
"BR",1991,"BWR",3999
"BR",1992,"BWR",4899
"BR",1993,"BWR",4954
"BR",1994,"BWR",5388
"BR",1995,"BWR",5594
"BR",1996,"BWR",6752
"BR",1997,"BWR",7379
"BR",1998,"BWR",7505
"BR",1999,"BWR",8366
"BR",2000,"BWR",7844
"BR",2001,"BWR",8980
"BR",2002,"BWR",10219
"BR",2003,"BWR",11894
"BR",2004,"BWR",12476
"BR",2005,"BWR",13591
"BR",2006,"BWR",14723
"BR",2007,"BWR",18025
"BR",2008,"BWR",19817
"BR",2009,"BWR",22602
"BR",2010,"BWR",31463
"BR",2011,"BWR",32434
"BR",2012,"BWR",35705
"BR",2013,"BWR",40841
"BR",2014,"BWR",46877
"BR",2015,"BWR",49672
"BR",2016,"BWR",51335
"BR",2017,"BWR",52912.105
"BR",2018,"BWR",54382.233
"BR",2019,"BWR",54920.876
"BR",2020,"BWR",58741.715
"BR",2021,"BWR",55724.231
"BW",1971,"BWR",0
"BW",1972,"BWR",0
"BW",1973,"BWR",0
"BW",1974,"BWR",0
"BW",1975,"BWR",0
"BW",1976,"BWR",0
"BW",1977,"BWR",0
"BW",1978,"BWR",0
"BW",1979,"BWR",0
"BW",1980,"BWR",0
"BW",1981,"BWR",0
"BW",1982,"BWR",0
"BW",1983,"BWR",0
"BW",1984,"BWR",0
"BW",1985,"BWR",0
"BW",1986,"BWR",0
"BW",1987,"BWR",0
"BW",1988,"BWR",0
"BW",1989,"BWR",0
